PMC6613603	R02006	98	136	FA 7:0;3(2:0;2Me);6oxo
PMC3726671	M05033	102	115	PC 18:0/22:6
PMC6572761	R05017	127	140	PC 18:0_20:4
PMC6572761	R03025	95	108	PC 18:0_20:4
PMC6572761	R05012	95	108	PC 18:0_20:4
PMC6572761	R03030	127	140	PC 18:0_20:4
PMC3726671	M06011	69	82	PC 18:1/18:1
PMC3726671	M05033	69	82	PC 18:1/18:1
PMC3726671	M06015	73	86	PC 18:1/20:3
PMC3726671	M06019	147	160	PC 18:1/20:3
PMC3726671	M06013	0	13	PC 18:1/20:3
PMC3726671	M05035	0	13	PC 18:1/20:3
PMC3726671	M05037	73	86	PC 18:1/20:3
PMC3726671	M05041	147	160	PC 18:1/20:3
PMC3726671	M06023	93	106	PC 18:1/22:5
PMC3726671	M05045	93	106	PC 18:1/22:5
PMC3726671	M05035	18	31	PC 18:1/22:5
PMC3726671	M06015	88	101	PC 18:1/22:5
PMC3726671	M06024	90	103	PC 18:1/22:5
PMC3726671	M05037	88	101	PC 18:1/22:5
PMC3726671	M06013	18	31	PC 18:1/22:5
PMC3726671	M05046	90	103	PC 18:1/22:5
PMC3726671	M06015	103	116	PC 18:1/22:6
PMC3726671	M05036	0	13	PC 18:1/22:6
PMC3726671	M06014	0	13	PC 18:1/22:6
PMC3726671	M05049	62	75	PC 18:1/22:6
PMC5027464	R05001	78	91	PC 18:1/22:6
PMC3726671	M05037	103	116	PC 18:1/22:6
PMC3726671	M06027	62	75	PC 18:1/22:6
PMC6572761	R03030	100	113	PC 18:1_20:3
PMC6572761	R05017	100	113	PC 18:1_20:3
PMC5133601	D00018	215	228	PC 18:2/18:2
PMC5940703	R05007	305	318	PC 18:2/18:2
PMC5940703	D00038	263	276	PC 18:2/18:2
PMC5585246	D00030	164	177	PC 18:2/20:4
PMC6572761	R00000	465	478	PC 18:2_20:4
PMC4431856	R02008	185	193	PC 18:3
PMC5940703	R05007	246	258	PC 18:4/3:0
PMC5940703	D00038	204	216	PC 18:4/3:0
PMC3734953	R06011	75	88	PC 19:0/15:1
PMC3734953	R00062	112	125	PC 19:0/15:1
PMC3734953	R05018	75	88	PC 19:0/15:1
PMC3734953	R05026	25	38	PC 19:0/15:1
PMC3734953	R01019	123	136	PC 19:0/15:1
PMC3734953	R00024	123	136	PC 19:0/15:1
PMC3734953	R03024	112	125	PC 19:0/15:1
PMC3734953	R06019	25	38	PC 19:0/15:1
PMC3321123	M02012	141	154	PC 19:0/19:0
PMC6162413	M02004	126	139	PC 19:0/19:0
PMC5585246	R03039	87	99	LPC 20:0/0:0
PMC5133601	D00018	168	182	PC P-20:0/20:4
PMC3726671	M06024	108	121	PC 20:2/20:4
PMC3726671	M05046	108	121	PC 20:2/20:4
PMC3726671	M06023	111	124	PC 20:2/20:4
PMC3726671	M05045	111	124	PC 20:2/20:4
PMC6572761	R03030	77	90	PC 20:2_18:2
PMC6572761	R05017	77	90	PC 20:2_18:2
PMC4772092	A00006	93	101	PC 20:4
PMC5585246	D00030	27	39	LPC 20:4/0:0
PMC5133601	D00018	230	243	PC 20:4/22:6
PMC4431856	R03000	44	52	PC 22:6
PMC5585246	D00030	41	53	LPC 22:6/0:0
PMC5940703	D00038	311	324	PC 24:4/17:2
PMC5940703	R05007	353	366	PC 24:4/17:2
PMC3040193	R06011	0	8	PC 28:1
PMC5068821	R02007	263	271	PC 30:1
PMC3040193	R06011	10	18	PC 30:2
PMC5564526	R02003	129	137	PC 31:2
PMC3040193	R06012	0	8	PC 32:0
PMC6397561	D00057	82	90	PC 32:0
PMC6397561	R02016	28	36	PC 32:0
PMC6397561	R02007	15	23	PC 32:0
PMC5564624	R02005	188	196	PC 32:0
PMC5585246	R03039	77	85	PC 32:1
PMC6361580	D00030	116	124	PC 32:1
PMC5810980	D00035	122	130	PC 32:1
PMC6162413	D00007	185	193	PC 32:1
PMC5068821	R02007	299	307	PC 32:2
PMC6361580	D00030	156	164	PC 32:3
PMC4013650	R01015	38	46	PC 34:1
PMC6361580	D00030	126	134	PC 34:1
PMC4013650	R01006	215	223	PC 34:1
PMC5564624	R02005	218	226	PC 34:1
PMC5940703	D00035	89	97	PC 34:1
PMC5564624	R02005	152	160	PC 34:2
PMC5940703	D00035	79	87	PC 34:2
PMC5068821	R02007	335	343	PC 34:3
PMC5068821	R02007	374	382	PC 34:4
PMC5810980	D00036	5	13	PC 36:0
PMC3040193	R06012	13	21	PC 36:0
PMC4013650	R01006	238	246	PC 36:1
PMC4013650	R01015	70	78	PC 36:1
PMC5810980	D00036	15	23	PC 36:1
PMC4013650	R01006	225	233	PC 36:2
PMC5940703	D00035	123	131	PC 36:2
PMC5564624	R02005	178	186	PC 36:2
PMC5564624	R02005	198	206	PC 36:3
PMC5940703	D00035	109	117	PC 36:3
PMC2826632	D00031	147	155	PC 36:3
PMC5940703	D00035	99	107	PC 36:4
PMC6280838	M03023	143	151	PC 36:4
PMC3040193	R06011	23	31	PC 38:0
PMC5095026	R01010	127	135	PC 38:3
PMC5357680	R01006	287	295	PC 38:3
PMC2826632	D00031	160	168	PC 38:3
PMC3726671	M05041	30	38	PC 38:4
PMC3726671	M06022	28	36	PC 38:4
PMC3040193	R05004	69	77	PC 38:4
PMC3726671	D00030	145	153	PC 38:4
PMC3726671	M06019	30	38	PC 38:4
PMC5810980	D00037	5	13	PC 38:4
PMC5564624	R02005	208	216	PC 38:4
PMC3726671	M05044	28	36	PC 38:4
PMC3726671	D00050	106	114	PC 38:4
PMC3040193	R05006	12	20	PC 38:4
PMC3040193	R06006	81	89	PC 38:4
PMC3726671	D00012	123	131	PC 38:4
PMC7007789	A02002	76	84	PC 38:6
PMC6019901	R02007	134	142	PC 38:6
PMC7007789	A03000	58	66	PC 38:6
PMC7007789	D00014	125	133	PC 38:6
PMC7007789	D00010	70	78	PC 38:6
PMC6019901	R00011	134	142	PC 38:6
PMC7007789	A03001	139	147	PC 38:6
PMC3040193	R06012	146	154	PC 40:2
PMC4772092	R01011	44	52	PC 40:4
PMC4772092	R01010	74	82	PC 40:4
PMC4772092	R01013	4	12	PC 40:4
PMC5810980	D00037	15	23	PC 40:5
PMC3726671	D00012	113	121	PC 40:6
PMC3726671	M06026	28	36	PC 40:6
PMC3726671	D00030	50	58	PC 40:6
PMC3726671	M05045	47	55	PC 40:6
PMC5810980	D00037	29	37	PC 40:6
PMC3726671	M06023	47	55	PC 40:6
PMC3726671	M05048	28	36	PC 40:6
PMC3726671	D00012	103	111	PC 40:7
PMC3726671	D00053	37	45	PC 40:7
PMC3726671	M06027	23	31	PC 40:7
PMC3726671	M05049	23	31	PC 40:7
PMC5357680	R01006	297	305	PC 40:7
PMC3726671	R02037	0	8	PC 40:7
PMC3726671	M05050	49	57	PC 40:7
PMC3726671	D00050	250	258	PC 40:7
PMC3726671	D00030	63	71	PC 40:7
PMC3726671	D00050	298	306	PC 40:7
PMC3726671	M06028	49	57	PC 40:7
PMC3726671	R02034	27	35	PC 40:7
PMC3726671	R02040	74	82	PC 40:7
PMC5357680	R01006	307	315	PC 40:8
PMC5585246	D00030	183	191	PC 40:8
PMC5458273	R01008	281	290	PC 42:11
PMC5458273	D00039	59	68	PC 42:11
PMC5458273	R04003	163	172	PC 42:11
PMC5458273	D00038	174	183	PC 42:11
PMC5458273	R01008	151	160	PC 42:11
PMC3726671	M06031	28	36	PC 44:9
PMC3726671	D00055	59	67	PC 44:9
PMC3726671	M05053	28	36	PC 44:9
PMC5564624	R02005	162	176	LPC O-16:0/0:0
PMC6162413	D00007	195	210	PC O-16:0/16:0
PMC5585246	R03039	101	115	LPC O-20:0/0:0
PMC2741455	R04010	234	248	LPC P-16:0/0:0
PMC7122646	A03004	30	45	PC P-16:0/20:4
PMC7122646	R03006	35	50	PC P-16:0/20:4
PMC7122646	D00030	127	142	PC P-16:0/20:4
PMC7122646	R02004	46	61	PC P-16:0/20:4
PMC7122646	R03005	111	126	PC P-16:0/20:4
PMC7007789	D00010	54	64	PC O-34:5
PMC7007789	A03001	123	133	PC O-34:5
PMC7007789	D00014	109	119	PC O-34:5
PMC7007789	A02002	60	70	PC O-34:5
PMC7007789	A03000	42	52	PC O-34:5
PMC5357680	R01006	317	327	PC O-36:5
PMC3686146	R02010	691	697	PC 16:0
PMC3686146	A00005	161	167	PC 16:0
PMC5620306	D00013	39	45	PC 18:2
PMC6930386	R02007	223	229	PC 32:0
PMC5028741	R00033	38	44	PC 34:1
PMC5028741	R00075	13	19	PC 34:1
PMC5028741	R00033	30	36	PC 34:2
PMC5028741	R00033	58	64	PC 36:2
PMC6668592	D00044	29	35	PC 36:4
PMC5028741	R00033	46	52	PC 36:4
PMC6668592	D00044	176	182	PC 36:4
PMC5008721	D00022	22	28	PC 36:5
PMC6668592	D00044	241	248	PC O-36:5
PMC6668592	D00044	50	57	PC O-36:5
PMC6572761	R05011	24	30	PC 38:4
PMC6572761	R03024	24	30	PC 38:4
PMC5008721	D00020	101	107	PC 38:6
PMC5008721	D00017	39	45	PC 38:6
PMC3087804	R01008	246	252	PC 38:6
PMC5008721	D00016	13	19	PC 38:6
PMC3087804	R01008	238	244	PC 40:5
PMC3087804	R01008	230	236	PC 40:6
PMC5008721	D00022	72	78	PC 40:7
PMC6303059	R01008	67	89	EPC(1) 14:1(4E);3OH/23:0
PMC2741455	R04010	300	326	PE-NMe 18:1(19E)/18:1(9E)
PMC6736851	R00021	233	247	PE 16:0/20:4
PMC5955422	D00020	87	100	LPE 17:0/0:0
PMC3726671	M05013	80	94	PE 17:0/17:0
PMC5109472	R05001	72	81	PE 18:2
PMC5109472	D00013	109	118	PE 18:2
PMC5109472	R05000	46	55	PE 18:2
PMC5109472	R06002	102	111	PE 18:2
PMC5109472	R05002	35	44	PE 18:2
PMC5109472	R06003	146	155	PE 18:2
PMC5109472	R06000	46	55	PE 18:2
PMC5109472	R05005	56	65	PE 18:2
PMC5109472	D00002	66	75	PE 18:2
PMC6736851	R00021	249	263	PE 18:2/20:4
PMC6692400	R04015	38	47	PE 18:3
PMC6692400	R04015	54	63	PE 20:4
PMC6692400	R04015	70	79	PE 22:1
PMC5514249	A02000	213	226	LPE 22:5/0:0
PMC6736851	R00021	217	231	PE 22:6/18:1
PMC6992008	D00056	52	61	PE 38:6
PMC6992008	D00056	65	74	PE 40:4
PMC4784901	R01014	22	31	PE 42:4
PMC6877605	R01015	708	720	PE O-16:1
PMC6877605	R03003	708	720	PE O-16:1
PMC5315374	M01011	285	297	PE 14:0/14:0
PMC6325166	R04014	140	152	PE 15:0/15:0
PMC6762021	M01003	117	129	PE 16:0/18:1
PMC3901199	R07012	36	48	PE 16:0/20:4
PMC6325166	R05040	53	65	PE 16:0_18:1
PMC6325166	R05032	177	189	PE 16:0_18:1
PMC6325166	R03006	121	133	PE 16:0_18:1
PMC6325166	R05024	62	74	PE 16:0_18:1
PMC6325166	R03011	105	117	PE 16:0_18:1
PMC6325166	R05032	104	116	PE 16:0_18:1
PMC6325166	R03009	74	86	PE 16:0_18:1
PMC6325166	R05037	31	43	PE 16:0_18:1
PMC6325166	R05041	48	60	PE 16:0_18:1
PMC3901199	R07020	196	208	PE 17:0/17:0
PMC3901199	M01003	100	112	PE 17:0/17:0
PMC6948762	M01002	191	203	PE 17:0/17:0
PMC6325166	R03048	107	119	PE 17:0_22:4
PMC6325166	R03022	17	29	PE 17:0_22:4
PMC3901199	R06019	114	126	PE 18:0/22:5
PMC6325166	R04029	128	140	PE 18:0_18:1
PMC6325166	R03065	19	31	PE 18:1_18:1
PMC3901199	R07012	53	65	PE 18:2/18:2
PMC6325166	R04031	62	69	PE 34:1
PMC6325166	R04012	57	64	PE 34:1
PMC6325166	R03021	17	24	PE 34:1
PMC4667423	M06006	29	36	PE 34:2
PMC4667423	M06007	0	7	PE 34:2
PMC6325166	R04010	51	58	PE 36:1
PMC6325166	R04012	66	73	PE 36:2
PMC3901199	R07011	88	95	PE 36:4
PMC6325166	R05008	163	170	PE 38:4
PMC6325166	R04010	60	67	PE 38:4
PMC6325166	R04012	75	82	PE 38:4
PMC6325166	R05008	175	182	PE 38:6
PMC6325166	R03046	87	94	PE 39:4
PMC6325166	R03047	57	64	PE 39:4
PMC6325166	R03043	54	61	PE 39:4
PMC3901199	R06019	40	47	PE 40:5
PMC3901199	R06017	90	97	PE 40:5
PMC3901199	R06018	59	66	PE 40:5
PMC3901199	R06016	49	56	PE 40:5
PMC6325166	R04010	73	80	PE 40:7
PMC6762021	M01003	221	235	PE O-18:0/18:0
PMC6762021	M01003	205	219	PE P-18:0/22:6
PMC5402394	M07007	166	179	PE 12:0/12:0
PMC6106807	M07025	202	215	PE 15:0/18:1
PMC6106807	M10007	202	215	PE 15:0/18:1
PMC6106807	A00006	14	27	PE 16:0/16:1
PMC6106807	R04018	9	22	PE 16:0/16:1
PMC6106807	R04007	14	27	PE 16:0/16:1
PMC6162413	R02004	96	109	PE 16:0/18:1
PMC6162413	A00005	84	97	PE 16:0/18:1
PMC6162413	D00018	91	104	PE 16:0/18:1
PMC6162413	D00007	212	225	PE 16:0/18:1
PMC6162413	R02034	57	70	PE 16:0/18:1
PMC6162413	R03003	57	70	PE 16:0/18:1
PMC6106807	R04018	39	52	PE 16:0/18:2
PMC6106807	R04007	44	57	PE 16:0/18:2
PMC6162413	D00007	227	240	PE 16:0/18:2
PMC6162413	R02004	111	124	PE 16:0/18:2
PMC6106807	A00006	44	57	PE 16:0/18:2
PMC6106807	R04018	24	37	PE 16:0/18:3
PMC6106807	R04007	29	42	PE 16:0/18:3
PMC6106807	R04008	14	27	PE 16:0/18:3
PMC6106807	A00006	29	42	PE 16:0/18:3
PMC6426235	R06003	181	194	PE 16:0/22:6
PMC6426235	D03008	75	88	PE 16:0/22:6
PMC6426235	R06005	199	212	PE 16:0/22:6
PMC6426235	R06005	44	57	PE 16:0/22:6
PMC5250582	R00068	419	433	PE P-16:0/20:4
PMC5955422	R02002	164	172	PE 17:0
PMC5955422	R01016	103	111	PE 17:0
PMC3334549	M03015	309	322	PE 17:0/17:0
PMC6162413	M02004	111	124	PE 17:0/17:0
PMC3321123	M02012	126	139	PE 17:0/17:0
PMC3726671	M04000	168	181	PE 17:0/17:0
PMC6106807	R04008	59	72	PE 17:0/18:1
PMC6106807	A00006	104	117	PE 17:0/18:1
PMC6106807	R04018	99	112	PE 17:0/18:1
PMC6106807	R04007	104	117	PE 17:0/18:1
PMC6106807	R04018	276	289	PE 17:0/18:1
PMC6106807	R04018	261	274	PE 17:0/18:2
PMC6106807	R04018	69	82	PE 17:0/18:2
PMC6106807	R04008	44	57	PE 17:0/18:2
PMC6106807	A00006	74	87	PE 17:0/18:2
PMC6106807	R04007	74	87	PE 17:0/18:2
PMC5250582	R00013	107	120	PE 17:0/20:4
PMC5250582	M00000	38	51	PE 17:0/20:4
PMC6106807	A00006	59	72	PE 18:0/16:0
PMC6106807	R04008	29	42	PE 18:0/16:0
PMC6106807	R04007	59	72	PE 18:0/16:0
PMC6106807	R04018	54	67	PE 18:0/16:0
PMC6106807	R04018	84	97	PE 18:0/17:1
PMC6106807	R04007	89	102	PE 18:0/17:1
PMC6106807	A00006	89	102	PE 18:0/17:1
PMC6106807	R04007	134	147	PE 18:0/18:1
PMC6106807	R04018	321	334	PE 18:0/18:1
PMC6106807	A00006	134	147	PE 18:0/18:1
PMC6106807	R04018	129	142	PE 18:0/18:1
PMC6106807	R04008	104	117	PE 18:0/18:1
PMC7122646	D00030	109	122	PE 18:0/18:2
PMC7122646	A03004	12	25	PE 18:0/18:2
PMC7122646	R02004	28	41	PE 18:0/18:2
PMC6106807	R04009	14	27	PE 18:0/18:2
PMC6106807	R04018	394	407	PE 18:0/18:2
PMC6106807	A00006	164	177	PE 18:0/20:3
PMC6106807	R04007	164	177	PE 18:0/20:3
PMC6106807	R04018	159	172	PE 18:0/20:3
PMC6426235	R06005	59	72	PE 18:0/22:6
PMC6426235	R06003	108	121	PE 18:0/22:6
PMC6426235	D03008	60	73	PE 18:0/22:6
PMC6426235	R06005	214	227	PE 18:0/22:6
PMC5250582	R00068	446	460	PE P-18:0/20:4
PMC6106807	R04018	306	319	PE 18:1/18:2
PMC6106807	R04008	89	102	PE 18:1/18:2
PMC6106807	A00006	149	162	PE 18:1/20:4
PMC6106807	R04018	336	349	PE 18:1/20:4
PMC6106807	R04007	149	162	PE 18:1/20:4
PMC6106807	R04018	144	157	PE 18:1/20:4
PMC6106807	R04008	119	132	PE 18:1/20:4
PMC6426235	D03008	93	106	PE 18:1/22:6
PMC6426235	R06003	162	175	PE 18:1/22:6
PMC6426235	R06005	232	245	PE 18:1/22:6
PMC6426235	R06005	77	90	PE 18:1/22:6
PMC6106807	R04018	291	304	PE 18:2/18:2
PMC6106807	R04008	74	87	PE 18:2/18:2
PMC5250582	R00068	477	491	PE P-20:0/20:4
PMC4431856	R03000	54	62	PE 20:3
PMC3734953	R00025	21	34	PE 20:3/18:1
PMC3734953	R05026	71	84	PE 20:3/18:1
PMC3734953	R01020	21	34	PE 20:3/18:1
PMC3734953	R06019	71	84	PE 20:3/18:1
PMC3719870	D00033	182	195	PE 20:4/18:1
PMC6106807	R04018	114	127	PE 20:5/16:0
PMC6106807	A00006	119	132	PE 20:5/16:0
PMC6106807	R04007	119	132	PE 20:5/16:0
PMC6361580	D00030	146	154	PE 38:6
PMC5357680	R01006	329	337	PE 40:6
PMC5357680	R01006	339	348	PE 44:10
PMC2741455	R04010	264	276	PE 9:0/10:0
PMC7122646	A03002	201	216	PE O-18:2/20:4
PMC6303059	R05020	98	112	LPE P-16:0/0:0
PMC6303059	R05012	20	34	LPE P-16:0/0:0
PMC3663699	R02008	48	78	PE P-18:0/20:4(5Z,8Z,11Z,14Z)
PMC6668592	D00044	187	194	PE O-36:5
PMC6668592	D00044	37	44	PE O-36:5
PMC3087804	R01008	286	292	PE 38:4
PMC3087804	R01008	278	284	PE 38:5
PMC3087804	R01008	270	276	PE 38:6
PMC3087804	R01008	262	268	PE 40:5
PMC3087804	R01008	254	260	PE 40:6
PMC5028741	R00034	13	19	PE 42:2
PMC6692400	R05014	96	114	FA 15:0
PMC6692400	A00007	29	47	FA 15:0
PMC6692400	D00044	4	22	FA 15:0
PMC6839420	R01010	21	39	FA 15:0
PMC6692400	D00040	63	81	FA 15:0
PMC6839420	D00008	71	89	FA 15:0
PMC6692400	D00012	54	72	FA 15:0
PMC4751914	M01000	180	198	FA 15:0
PMC6692400	D00047	98	116	FA 15:0
PMC6692400	R05003	63	81	FA 15:0
PMC6027507	M02000	0	18	FA 15:0
PMC6117359	R04004	216	224	FAL 5:0
PMC6592169	R05003	221	238	FA 4:0;COOH
PMC6292875	M04000	564	581	FA 4:0;COOH
PMC3874406	R03008	30	44	FA 5:0
PMC3596408	D00003	91	105	FA 5:0
PMC4969608	R01008	172	186	FA 5:0
PMC3874406	R05009	60	74	FA 5:0
PMC3874406	R03015	205	219	FA 5:0
PMC4969608	R02000	400	414	FA 5:0
PMC3874406	R04016	89	103	FA 5:0
PMC3874406	R01009	233	247	FA 5:0
PMC3874406	R04009	193	207	FA 5:0
PMC3874406	R04010	110	124	FA 5:0
PMC3874406	R03008	81	95	FA 5:0
PMC3874406	R01009	169	183	FA 5:0
PMC3874406	R01009	41	55	FA 5:0
PMC3874406	R03012	65	79	FA 5:0
PMC3874406	R03015	154	168	FA 5:0
PMC3874406	R05008	103	117	FA 5:0
PMC3874406	R05008	328	342	FA 5:0
PMC3874406	R03009	77	91	FA 5:0
PMC3874406	R04010	216	230	FA 5:0
PMC3874406	R01008	112	126	FA 5:0
PMC5788669	R13004	0	14	FA 5:0
PMC6617423	D00017	27	41	PG 12:0/13:0
PMC6617423	R05006	33	47	PG 12:0/13:0
PMC6617423	D00006	41	55	PG 12:0/13:0
PMC3928122	M07013	47	61	PG 17:0/17:0
PMC3928122	M07001	125	139	PG 17:0/17:0
PMC6016785	R01021	177	191	PG 18:1/16:0
PMC6016785	R01008	127	141	PG 18:1/16:0
PMC6016785	R01011	265	279	PG 18:1/18:1
PMC4265126	A06003	2	24	LPG 22:2(13Z,16Z)/0:0
PMC3150939	R01006	103	112	PG 36:2
PMC3150939	R01005	89	98	PG 36:2
PMC6762021	M01003	131	143	PG 16:0/18:1
PMC6948762	M01002	177	189	PG 17:0/17:0
PMC3901199	M01003	114	126	PG 17:0/17:0
PMC6397561	M04006	35	48	PG 14:0/14:0
PMC6397561	R01052	60	73	PG 14:0/14:0
PMC3726671	M05013	96	109	PG 17:0/17:0
PMC3726671	M04000	183	196	PG 17:0/17:0
PMC5681629	D04004	235	247	PG 20:3/2:0
PMC5028741	R00043	15	21	PG 36:5
PMC5028741	R00043	31	37	PG 38:3
PMC5028741	R00043	23	29	PG 38:8
PMC5028741	R00043	50	56	PG 40:3
PMC5028741	R00043	39	45	PG 40:6
PMC6016785	R01027	258	272	PI 16:1/18:0
PMC6016785	R01014	31	45	PI 16:1/18:0
PMC6016785	R01009	128	142	PI 18:0/20:4
PMC6016785	R01027	210	224	PI 18:0/20:4
PMC6016785	R01014	94	108	PI 18:2/18:0
PMC6016785	R01027	232	246	PI 18:2/18:0
PMC3150939	R00021	63	72	PI 38:4
PMC6948762	M01002	312	324	PI 17:0/20:4
PMC6762021	M01003	159	171	PI 21:0/22:6
PMC5402394	M07009	7	20	PI 16:0/17:0
PMC5250582	R00058	267	280	PI 16:0/18:2
PMC5250582	R00058	293	306	PI 16:0/20:4
PMC6426235	R06003	218	231	PI 16:0/22:6
PMC5250582	R00013	164	177	PI 17:0/20:4
PMC5250582	M00000	83	96	PI 17:0/20:4
PMC5250582	R00058	319	332	PI 18:0/18:2
PMC5250582	R00044	280	293	PI 18:0/18:2
PMC3663699	R02013	54	82	PI 18:0/20:4(5Z,8Z,11Z,14Z)
PMC3663699	R02020	54	82	PI 18:0/20:4(5Z,8Z,11Z,14Z)
PMC5250582	R00058	349	362	PI 18:0/20:4
PMC3271168	D00051	82	95	PI 18:0/20:4
PMC3271168	R01012	199	207	PI 36:4
PMC6019901	R00011	147	155	PI 38:4
PMC3271168	R00021	207	215	PI 38:4
PMC6019901	R02007	147	155	PI 38:4
PMC3271168	R01012	149	157	PI 38:4
PMC5028741	R00076	18	24	PI 32:2
PMC5028741	R00039	91	97	PI 32:2
PMC5028741	R00037	78	84	PI 34:3
PMC3087804	D00033	117	123	PI 38:4
PMC3596408	D00002	240	248	FAL 3:0
PMC6029417	D00022	51	59	FAL 3:0
PMC6875220	R00037	281	298	FA 2:0;COOH
PMC6875220	R00037	322	339	FA 2:0;COOH
PMC6592169	R06017	190	204	FA 3:0
PMC3596408	D00003	60	74	FA 3:0
PMC6592169	R06017	151	165	FA 3:0
PMC4045325	R00030	312	326	FA 3:0
PMC6688492	R01011	106	120	FA 3:0
PMC3735522	R02007	18	32	FA 3:0
PMC3596408	D00007	124	138	FA 3:0
PMC6343345	D00036	98	112	FA 3:0
PMC5994036	M01005	89	103	FA 3:0
PMC4045325	R00034	312	326	FA 3:0
PMC3803152	R00027	241	255	FA 3:0
PMC5121959	D00047	250	264	FA 3:0
PMC6316614	M01004	151	165	FA 3:0
PMC3596408	D00012	164	178	FA 3:0
PMC4214745	D00030	51	65	FA 3:0
PMC3655987	R01014	96	110	FA 3:0
PMC4772670	D00033	15	28	CoA 3:0
PMC5986816	R01034	102	115	CoA 3:0
PMC5529507	D00028	83	96	CoA 3:0
PMC5524790	D00046	203	216	CoA 3:0
PMC3838786	D01006	110	123	CoA 3:0
PMC2878333	D00007	262	275	CoA 3:0
PMC6008749	D00023	75	88	CoA 3:0
PMC5323494	D00027	221	234	CoA 3:0
PMC6008749	D00019	56	69	CoA 3:0
PMC5528902	D00076	56	69	CoA 3:0
PMC5528902	D00038	173	186	CoA 3:0
PMC2878333	D00005	146	159	CoA 3:0
PMC4277370	D00049	135	148	CoA 3:0
PMC6918450	M06002	0	14	PS 12:0/12:0
PMC3271168	D00051	112	126	PS 18:0/22:4
PMC6016785	R01027	351	365	PS 18:1/18:0
PMC6016785	R01009	27	41	PS 18:1/18:0
PMC6016785	R01012	34	48	PS 20:4/18:0
PMC6962155	D00044	44	57	LPS 22:0/0:0
PMC6962155	D00033	124	137	LPS 22:0/0:0
PMC6962155	R05005	75	88	LPS 22:0/0:0
PMC6962155	R05006	67	80	LPS 22:0/0:0
PMC5502363	D00035	125	134	PS 38:1
PMC6762021	M01003	145	157	PS 16:0/18:1
PMC6948762	M01002	330	342	PS 17:0/17:0
PMC3901199	M01003	128	140	PS 17:0/17:0
PMC6992008	R00035	153	160	PS 38:4
PMC5402394	M07009	28	41	PS 12:0/12:0
PMC3726671	M05013	128	141	PS 17:0/17:0
PMC6712511	D00009	123	136	PS 17:0/17:0
PMC3726671	M04000	215	228	PS 17:0/17:0
PMC5250582	M00000	68	81	PS 17:0/20:4
PMC5250582	R00013	145	158	PS 17:0/20:4
PMC5250582	R00010	37	50	PS 17:0/20:4
PMC6397561	R01018	75	88	PS 18:0_18:1
PMC6397561	R01010	116	129	PS 18:0_18:1
PMC6397561	R01011	79	92	PS 18:0_18:1
PMC6397561	R01009	65	78	PS 18:0_18:1
PMC6397561	R01018	105	118	PS 18:0_20:4
PMC6397561	R01004	128	141	PS 18:0_20:4
PMC6397561	R01016	41	54	PS 18:0_20:4
PMC6397561	R01009	83	96	PS 18:0_20:4
PMC6397561	R01012	134	147	PS 18:0_20:4
PMC6397561	R01011	97	110	PS 18:0_20:4
PMC6397561	R01010	134	147	PS 18:0_22:6
PMC6397561	R01011	156	169	PS 18:0_22:6
PMC6397561	R01018	90	103	PS 18:0_22:6
PMC3271168	R01012	99	107	PS 36:1
PMC5357680	R01006	354	362	PS 36:2
PMC6361580	D00030	136	144	PS 38:5
PMC3271168	R01012	174	182	PS 40:4
PMC3271168	R00021	183	191	PS 40:4
PMC3271168	R00018	56	64	PS 40:4
PMC3271168	D00049	95	103	PS 40:5
PMC3271168	R01012	124	132	PS 40:6
PMC5382774	D00005	191	205	LPS O-18:0/0:0
PMC5382774	A00002	95	109	LPS O-18:0/0:0
PMC5382774	R02025	214	228	LPS O-18:0/0:0
PMC5382774	R03006	118	132	LPS O-18:0/0:0
PMC5382774	R04005	59	73	LPS O-18:0/0:0
PMC5382774	R03008	139	153	LPS O-18:0/0:0
PMC5382774	R04017	279	293	LPS O-18:0/0:0
PMC5382774	D00030	69	83	LPS O-18:0/0:0
PMC5028741	R00044	8	14	PS 40:1
PMC5028741	R00044	19	25	PS 42:8
PMC5752500	R00026	81	92	FA 22:6;(OH)3
PMC5909403	A02000	0	11	FA 22:6;(OH)3
PMC5564624	R03007	61	70	SM 16:0;O2
PMC5564624	D00044	41	50	SM 16:0;O2
PMC5564624	R03008	121	130	SM 16:0;O2
PMC5564624	R03000	38	47	SM 16:0;O2
PMC5564624	R00005	106	115	SM 16:0;O2
PMC5564624	D00045	49	58	SM 16:0;O2
PMC5564624	R00002	29	38	SM 16:0;O2
PMC5564624	R03002	30	39	SM 16:0;O2
PMC5564624	A00003	131	140	SM 16:0;O2
PMC5564624	A00004	120	129	SM 16:0;O2
PMC5564624	R01005	62	71	SM 16:0;O2
PMC7015966	R03003	258	267	SM 34:1;O2
PMC3726671	M06009	107	116	SM 36:2;O2
PMC3726671	M05031	80	89	SM 36:2;O2
PMC3726671	M06009	80	89	SM 36:2;O2
PMC3726671	M05031	107	116	SM 36:2;O2
PMC5133601	R02002	25	40	SM 16:0;O2/22:2
PMC5103193	R03008	88	103	SM(1) 18:0;3OH/16:0
PMC5103193	R03008	152	167	SM 18:0;O2/18:1
PMC6938899	R04003	87	102	SM(1) 18:0;3OH/24:0
PMC6938899	D02003	21	36	SM(1) 18:0;3OH/24:0
PMC6938899	D02002	84	99	SM(1) 18:0;3OH/24:0
